date,precipitation,o18,h2
2010-09-30,248.89,-999.0,-999.0
2010-10-31,182.77,-999.0,-999.0
2010-11-30,254.83,-3.812,-12.285
2010-12-31,473.34,-10.155,-66.476
2011-01-31,481.27,-6.938,-45.48
2011-02-28,305.32,-8.06,-54.559
2011-03-31,374.93,-10.229,-71.602
2011-04-30,261.7,-5.834,-37.306
2011-05-31,96.39,-999.0,-999.0
2011-06-30,23.01,-999.0,-999.0
2011-07-31,1.34,-999.0,-999.0
2011-08-31,0.0,-999.0,-999.0
2011-09-30,0.03,-999.0,-999.0
2011-10-31,105.32,-999.0,-999.0
2011-11-30,219.27,-999.0,-999.0
2011-12-31,674.2,-999.0,-999.0
2012-01-31,311.85,-999.0,-999.0
2012-02-29,369.25,-999.0,-999.0
2012-03-31,542.44,-999.0,-999.0
2012-04-30,95.3,-999.0,-999.0
2012-05-31,149.65,-999.0,-999.0
2012-06-30,41.74,-999.0,-999.0
2012-07-31,70.91,-999.0,-999.0
2012-08-31,0.24,-999.0,-999.0
2012-09-30,1.21,-999.0,-999.0
2012-10-31,21.34,-999.0,-999.0
2012-11-30,123.41,-999.0,-999.0
2012-12-31,378.42,-999.0,-999.0
2013-01-31,805.78,-999.0,-999.0
2013-02-28,324.6,-999.0,-999.0
2013-03-31,277.18,-999.0,-999.0
2013-04-30,268.44,-999.0,-999.0
2013-05-31,160.68,-999.0,-999.0
2013-06-30,248.31,-999.0,-999.0
2013-07-31,160.52,-999.0,-999.0
2013-08-31,12.86,-999.0,-999.0
2013-09-30,1.31,-999.0,-999.0
2013-10-31,58.27,-999.0,-999.0
2013-11-30,167.42,-999.0,-999.0
2013-12-31,567.59,-999.0,-999.0
2014-01-31,722.77,-999.0,-999.0
2014-02-28,244.56,-999.0,-999.0
2014-03-31,266.65,-999.0,-999.0
2014-04-30,318.46,-999.0,-999.0
2014-05-31,159.46,-999.0,-999.0
2014-06-30,190.44,-999.0,-999.0
2014-07-31,33.45,-999.0,-999.0
2014-08-31,5.96,-999.0,-999.0
2014-09-30,0.0,-999.0,-999.0
2014-10-31,8.28,-999.0,-999.0
2014-11-30,111.8,-999.0,-999.0
2014-12-31,460.07,-999.0,-999.0
2015-01-31,737.66,-999.0,-999.0
2015-02-28,401.52,-999.0,-999.0
2015-03-31,288.13,-999.0,-999.0
2015-04-30,285.64,-999.0,-999.0
2015-05-31,51.04,-999.0,-999.0
2015-06-30,101.97,-999.0,-999.0
2015-07-31,0.0,-999.0,-999.0
2015-08-31,0.0,-999.0,-999.0
2015-09-30,0.0,-999.0,-999.0
2015-10-31,14.85,-999.0,-999.0
2015-11-30,180.3,-999.0,-999.0
2015-12-31,588.35,-999.0,-999.0
2016-01-31,413.96,-6.67,-45.618
2016-02-29,427.12,-5.802,-37.431
2016-03-31,256.12,-6.547,-49.406
2016-04-30,165.65,-999.0,-999.0
2016-05-31,99.81,-999.0,-999.0
2016-06-30,168.81,-4.496,-20.71
2016-07-31,28.33,-999.0,-999.0
2016-08-31,1.81,-999.0,-999.0
2016-09-30,105.22,-999.0,-999.0
2016-10-31,337.86,-999.0,-999.0
2016-11-30,241.4,-999.0,-999.0
2016-12-31,335.43,-999.0,-999.0
2017-01-31,441.51,-999.0,-999.0
2017-02-28,331.58,-999.0,-999.0
2017-03-31,289.75,-10.539,-76.654
2017-04-30,147.01,-3.348,-27.848
2017-05-31,121.0,-999.0,-999.0
2017-06-30,131.4,-999.0,-999.0
2017-07-31,36.24,-999.0,-999.0
2017-08-31,36.47,-999.0,-999.0
2017-09-30,63.32,-999.0,-999.0
