date,precipitation,o18,h2
2010-09-30,355.32,-999.0,-999.0
2010-10-31,464.83,-999.0,-999.0
2010-11-30,446.88,-4.162,-23.699
2010-12-31,427.13,-6.527,-43.48
2011-01-31,350.31,-7.683,-51.754
2011-02-28,442.21,-7.34,-58.47
2011-03-31,414.54,-999.0,-999.0
2011-04-30,350.69,-5.028,-30.14
2011-05-31,397.7,-3.59,-29.645
2011-06-30,270.78,-6.076,-42.634
2011-07-31,72.96,-1.843,-8.382
2011-08-31,153.72,-2.224,-14.808
2011-09-30,241.79,-3.868,-34.381
2011-10-31,160.1,-999.0,-999.0
2011-11-30,321.12,-4.605,-33.375
2011-12-31,352.92,-9.343,-67.716
2012-01-31,307.1,-5.757,-44.763
2012-02-29,245.63,-5.277,-38.312
2012-03-31,601.93,-999.0,-999.0
2012-04-30,501.22,-999.0,-999.0
2012-05-31,294.18,-8.205,-55.47
2012-06-30,236.79,-9.417,-69.652
2012-07-31,359.66,-6.331,-42.45
2012-08-31,201.31,-2.768,-23.192
2012-09-30,61.09,-999.0,-999.0
2012-10-31,147.09,-1.804,-13.599
2012-11-30,345.82,-999.0,-999.0
2012-12-31,457.9,-3.009,-19.763
2013-01-31,514.2,-5.812,-41.491
2013-02-28,552.44,-1.938,-12.24
2013-03-31,125.99,-2.636,-12.119
2013-04-30,470.63,-999.0,-999.0
2013-05-31,594.08,-999.0,-999.0
2013-06-30,150.32,-999.0,-999.0
2013-07-31,357.27,-999.0,-999.0
2013-08-31,218.49,-999.0,-999.0
2013-09-30,180.48,-999.0,-999.0
2013-10-31,170.79,-999.0,-999.0
2013-11-30,229.88,-999.0,-999.0
2013-12-31,268.56,-999.0,-999.0
2014-01-31,584.56,-999.0,-999.0
2014-02-28,181.3,-999.0,-999.0
2014-03-31,191.91,-999.0,-999.0
2014-04-30,289.67,-999.0,-999.0
2014-05-31,439.36,-8.118,-59.278
2014-06-30,306.43,-4.515,-36.901
2014-07-31,87.09,-999.0,-999.0
2014-08-31,171.36,-999.0,-999.0
2014-09-30,95.38,-1.203,-11.817
2014-10-31,157.39,-999.0,-999.0
2014-11-30,454.35,-999.0,-999.0
2014-12-31,314.52,-999.0,-999.0
2015-01-31,319.57,-999.0,-999.0
2015-02-28,343.29,-999.0,-999.0
2015-03-31,45.29,-999.0,-999.0
2015-04-30,166.63,-999.0,-999.0
2015-05-31,186.36,-999.0,-999.0
2015-06-30,344.52,-999.0,-999.0
2015-07-31,15.01,-999.0,-999.0
2015-08-31,0.04,-999.0,-999.0
2015-09-30,0.0,-999.0,-999.0
2015-10-31,8.25,-999.0,-999.0
2015-11-30,371.61,-999.0,-999.0
2015-12-31,213.98,-999.0,-999.0
2016-01-31,162.46,0.417,3.936
2016-02-29,345.92,-0.749,-2.824
2016-03-31,10.17,-999.0,-999.0
2016-04-30,318.43,-999.0,-999.0
2016-05-31,535.6,-999.0,-999.0
2016-06-30,679.65,-999.0,-999.0
2016-07-31,392.7,-999.0,-999.0
2016-08-31,53.56,-999.0,-999.0
2016-09-30,394.13,-999.0,-999.0
2016-10-31,232.19,-6.426,-52.01
2016-11-30,365.16,-999.0,-999.0
2016-12-31,492.81,-999.0,-999.0
2017-01-31,513.99,-999.0,-999.0
2017-02-28,293.66,-7.484,-54.502
2017-03-31,368.89,-8.341,-65.124
2017-04-30,231.25,-8.185,-64.36
2017-05-31,493.99,-999.0,-999.0
2017-06-30,563.18,-999.0,-999.0
2017-07-31,245.0,-2.68,-14.922
2017-08-31,210.03,-3.094,-18.472
2017-09-30,192.21,-5.168,-32.838
