date,precipitation,o18,h2,d_excess
2010-09-30,224.49,-999.0,-999.0,-999.0
2010-10-31,216.4,-999.0,-999.0,-999.0
2010-11-30,181.83,-999.0,-999.0,-999.0
2010-12-31,136.23,-6.395,-38.173,12.987
2011-01-31,243.01,-7.95,-52.29,11.31
2011-02-28,161.17,-999.0,-999.0,-999.0
2011-03-31,164.12,-6.378,-38.959,12.065
2011-04-30,100.93,-4.257,-29.909,4.147
2011-05-31,74.79,-4.487,-23.27,12.626
2011-06-30,55.04,-4.387,-25.809,9.287
2011-07-31,52.06,-3.146,-15.192,9.976
2011-08-31,0.53,-999.0,-999.0,-999.0
2011-09-30,16.37,-999.0,-999.0,-999.0
2011-10-31,85.62,-4.342,-26.65,8.086
2011-11-30,113.64,-5.873,-38.042,8.942
2011-12-31,133.17,-6.131,-39.138,9.91
2012-01-31,257.03,-999.0,-999.0,-999.0
2012-02-29,194.07,-6.704,-42.98,10.652
2012-03-31,127.88,-7.335,-50.003,8.677
2012-04-30,186.59,-2.055,-3.847,12.593
2012-05-31,68.72,-7.067,-44.405,12.131
2012-06-30,33.67,-5.781,-31.613,14.635
2012-07-31,13.44,-999.0,-999.0,-999.0
2012-08-31,0.0,-999.0,-999.0,-999.0
2012-09-30,5.65,-999.0,-999.0,-999.0
2012-10-31,108.26,-2.404,-5.291,13.941
2012-11-30,116.31,-999.0,-999.0,-999.0
2012-12-31,194.78,-999.0,-999.0,-999.0
2013-01-31,536.31,-6.676,-40.591,12.817
2013-02-28,201.4,-6.859,-46.52,8.352
2013-03-31,171.96,-4.859,-27.96,10.912
2013-04-30,158.22,-999.0,-999.0,-999.0
2013-05-31,209.74,-999.0,-999.0,-999.0
2013-06-30,74.8,-999.0,-999.0,-999.0
2013-07-31,271.57,-999.0,-999.0,-999.0
2013-08-31,59.56,-999.0,-999.0,-999.0
2013-09-30,32.76,-999.0,-999.0,-999.0
2013-10-31,56.71,-999.0,-999.0,-999.0
2013-11-30,158.34,-999.0,-999.0,-999.0
2013-12-31,413.47,-999.0,-999.0,-999.0
2014-01-31,523.36,-999.0,-999.0,-999.0
2014-02-28,409.7,-999.0,-999.0,-999.0
2014-03-31,185.3,-3.665,-19.831,9.489
2014-04-30,108.54,-3.938,-20.231,11.273
2014-05-31,102.81,-999.0,-999.0,-999.0
2014-06-30,94.73,-6.419,-46.157,5.195
2014-07-31,178.07,-999.0,-999.0,-999.0
2014-08-31,20.19,-999.0,-999.0,-999.0
2014-09-30,11.31,-999.0,-999.0,-999.0
2014-10-31,15.17,-999.0,-999.0,-999.0
2014-11-30,156.99,-999.0,-999.0,-999.0
2014-12-31,226.37,-999.0,-999.0,-999.0
2015-01-31,367.53,-999.0,-999.0,-999.0
2015-02-28,425.15,-999.0,-999.0,-999.0
2015-03-31,213.75,-999.0,-999.0,-999.0
2015-04-30,146.29,-999.0,-999.0,-999.0
2015-05-31,41.03,-999.0,-999.0,-999.0
2015-06-30,54.37,-999.0,-999.0,-999.0
2015-07-31,2.24,-999.0,-999.0,-999.0
2015-08-31,7.13,-999.0,-999.0,-999.0
2015-09-30,0.37,-999.0,-999.0,-999.0
2015-10-31,9.62,-999.0,-999.0,-999.0
2015-11-30,98.66,-999.0,-999.0,-999.0
2015-12-31,196.99,-999.0,-999.0,-999.0
2016-01-31,163.66,-999.0,-999.0,-999.0
2016-02-29,406.91,-6.49,-41.305,10.615
2016-03-31,200.57,-2.85,-23.945,-1.145
2016-04-30,198.29,-999.0,-999.0,-999.0
2016-05-31,101.31,-999.0,-999.0,-999.0
2016-06-30,146.81,-999.0,-999.0,-999.0
2016-07-31,109.51,-999.0,-999.0,-999.0
2016-08-31,146.18,-999.0,-999.0,-999.0
2016-09-30,159.13,-2.724,-16.621,5.171
2016-10-31,200.4,-8.53,-59.243,8.997
2016-11-30,234.69,-6.874,-56.771,-1.779
2016-12-31,137.56,-999.0,-999.0,-999.0
2017-01-31,291.17,-999.0,-999.0,-999.0
2017-02-28,395.56,-6.111,-39.281,9.607
2017-03-31,154.05,-1.966,-15.824,-0.096
2017-04-30,123.12,-6.074,-37.773,10.819
2017-05-31,152.92,-999.0,-999.0,-999.0
2017-06-30,121.76,-999.0,-999.0,-999.0
2017-07-31,94.64,-1.087,-1.2,7.496
2017-08-31,9.84,-3.722,-22.004,7.772
2017-09-30,78.21,-999.0,-999.0,-999.0
