date,precipitation,o18,h2
2010-09-30,342.08,-999.0,-999.0
2010-10-31,410.97,-999.0,-999.0
2010-11-30,330.64,-999.0,-999.0
2010-12-31,306.04,-999.0,-999.0
2011-01-31,384.37,-8.543,-62.257
2011-02-28,282.86,-4.511,-38.287
2011-03-31,354.75,-4.654,-41.382
2011-04-30,320.16,-3.717,-28.172
2011-05-31,308.81,-8.77,-66.326
2011-06-30,61.48,-999.0,-999.0
2011-07-31,127.79,-999.0,-999.0
2011-08-31,41.95,-999.0,-999.0
2011-09-30,105.02,-999.0,-999.0
2011-10-31,347.69,-4.88,-32.96
2011-11-30,355.09,-8.602,-59.459
2011-12-31,512.36,-7.474,-58.287
2012-01-31,343.27,-6.557,-52.782
2012-02-29,299.17,-4.7,-38.708
2012-03-31,377.23,-999.0,-999.0
2012-04-30,341.68,-999.0,-999.0
2012-05-31,151.35,-4.552,-34.053
2012-06-30,124.54,-5.959,-40.258
2012-07-31,195.7,-5.46,-44.427
2012-08-31,47.76,-0.908,-15.848
2012-09-30,48.81,-999.0,-999.0
2012-10-31,271.66,-0.273,-3.918
2012-11-30,290.42,-999.0,-999.0
2012-12-31,451.99,-10.235,-76.777
2013-01-31,303.57,-5.46,-44.419
2013-02-28,514.14,-8.25,-62.261
2013-03-31,268.71,-999.0,-999.0
2013-04-30,413.91,-9.55,-70.067
2013-05-31,281.27,-999.0,-999.0
2013-06-30,122.12,-999.0,-999.0
2013-07-31,237.3,-999.0,-999.0
2013-08-31,129.43,-999.0,-999.0
2013-09-30,117.2,-999.0,-999.0
2013-10-31,97.7,-999.0,-999.0
2013-11-30,359.68,-999.0,-999.0
2013-12-31,398.73,-999.0,-999.0
2014-01-31,229.23,-8.982,-63.895
2014-02-28,231.47,-999.0,-999.0
2014-03-31,327.59,-4.579,-28.339
2014-04-30,395.22,-5.371,-45.237
2014-05-31,295.28,-13.136,-97.457
2014-06-30,229.96,-7.637,-53.635
2014-07-31,68.82,-999.0,-999.0
2014-08-31,76.81,-999.0,-999.0
2014-09-30,96.77,-999.0,-999.0
2014-10-31,115.03,-999.0,-999.0
2014-11-30,299.83,-999.0,-999.0
2014-12-31,453.06,-999.0,-999.0
2015-01-31,364.79,-999.0,-999.0
2015-02-28,480.68,-999.0,-999.0
2015-03-31,270.0,-999.0,-999.0
2015-04-30,298.83,-999.0,-999.0
2015-05-31,209.09,-999.0,-999.0
2015-06-30,135.17,-999.0,-999.0
2015-07-31,60.16,-999.0,-999.0
2015-08-31,37.02,-999.0,-999.0
2015-09-30,0.0,-999.0,-999.0
2015-10-31,137.53,-999.0,-999.0
2015-11-30,344.78,-999.0,-999.0
2015-12-31,408.07,-999.0,-999.0
2016-01-31,405.4,-3.803,-21.208
2016-02-29,388.94,-999.0,-999.0
2016-03-31,341.01,-5.389,-37.072
2016-04-30,405.52,-999.0,-999.0
2016-05-31,331.47,-999.0,-999.0
2016-06-30,288.09,-999.0,-999.0
2016-07-31,170.96,-999.0,-999.0
2016-08-31,144.08,-999.0,-999.0
2016-09-30,217.86,-999.0,-999.0
2016-10-31,281.59,-999.0,-999.0
2016-11-30,333.99,-6.969,-46.738
2016-12-31,279.94,-999.0,-999.0
2017-01-31,396.29,-8.931,-58.389
2017-02-28,230.54,-7.836,-44.563
2017-03-31,349.44,-999.0,-999.0
2017-04-30,239.24,-999.0,-999.0
2017-05-31,431.48,-999.0,-999.0
2017-06-30,291.71,-4.621,-26.876
2017-07-31,178.02,-3.978,-18.179
2017-08-31,194.89,-6.539,-40.935
2017-09-30,102.5,-999.0,-999.0
