date,precipitation,o18,h2
2010-09-30,401.09,-999.0,-999.0
2010-10-31,326.15,-999.0,-999.0
2010-11-30,581.44,-7.308,-59.004
2010-12-31,240.72,-8.585,-65.676
2011-01-31,281.73,-2.01,-19.369
2011-02-28,258.64,-4.165,-27.0
2011-03-31,313.63,-4.527,-38.308
2011-04-30,448.28,-4.726,-31.489
2011-05-31,177.42,-1.18,-10.61
2011-06-30,137.47,-7.221,-47.767
2011-07-31,54.51,-999.0,-999.0
2011-08-31,12.44,-3.58,-21.0
2011-09-30,9.69,-999.0,-999.0
2011-10-31,294.09,-5.28,-37.4
2011-11-30,251.71,-4.757,-34.018
2011-12-31,289.76,-8.324,-54.131
2012-01-31,291.42,-0.789,-5.837
2012-02-29,419.65,-5.842,-48.754
2012-03-31,288.71,-3.809,-25.834
2012-04-30,315.55,-999.0,-999.0
2012-05-31,351.0,-999.0,-999.0
2012-06-30,133.56,0.835,4.944
2012-07-31,48.98,-999.0,-999.0
2012-08-31,36.67,-3.927,-32.166
2012-09-30,45.78,-999.0,-999.0
2012-10-31,136.76,-2.852,-16.576
2012-11-30,588.75,-4.659,-30.633
2012-12-31,461.07,-999.0,-999.0
2013-01-31,306.54,-4.283,-33.501
2013-02-28,316.8,-6.112,-54.549
2013-03-31,496.73,-2.439,-16.431
2013-04-30,274.25,-999.0,-999.0
2013-05-31,97.78,-999.0,-999.0
2013-06-30,142.79,-999.0,-999.0
2013-07-31,133.1,-999.0,-999.0
2013-08-31,112.92,-999.0,-999.0
2013-09-30,164.31,-999.0,-999.0
2013-10-31,191.74,-999.0,-999.0
2013-11-30,346.39,-999.0,-999.0
2013-12-31,568.26,-999.0,-999.0
2014-01-31,191.41,-999.0,-999.0
2014-02-28,19.72,-999.0,-999.0
2014-03-31,155.35,-999.0,-999.0
2014-04-30,261.81,-999.0,-999.0
2014-05-31,218.83,-999.0,-999.0
2014-06-30,196.38,-3.811,-32.875
2014-07-31,75.63,-999.0,-999.0
2014-08-31,60.54,-999.0,-999.0
2014-09-30,19.39,-999.0,-999.0
2014-10-31,19.56,-999.0,-999.0
2014-11-30,371.92,-999.0,-999.0
2014-12-31,454.88,-999.0,-999.0
2015-01-31,264.48,-999.0,-999.0
2015-02-28,175.0,-999.0,-999.0
2015-03-31,342.37,-999.0,-999.0
2015-04-30,415.72,-999.0,-999.0
2015-05-31,83.8,-999.0,-999.0
2015-06-30,131.35,-999.0,-999.0
2015-07-31,39.79,-999.0,-999.0
2015-08-31,18.83,-999.0,-999.0
2015-09-30,0.02,-999.0,-999.0
2015-10-31,5.03,-999.0,-999.0
2015-11-30,186.89,-999.0,-999.0
2015-12-31,217.4,-999.0,-999.0
2016-01-31,228.48,-4.076,-21.076
2016-02-29,312.7,-9.63,-65.34
2016-03-31,296.99,-9.38,-65.002
2016-04-30,284.48,-9.663,-64.574
2016-05-31,172.72,-999.0,-999.0
2016-06-30,162.52,-999.0,-999.0
2016-07-31,65.5,-999.0,-999.0
2016-08-31,224.58,-999.0,-999.0
2016-09-30,248.04,-6.944,-45.85
2016-10-31,272.48,-8.625,-58.282
2016-11-30,352.23,-11.532,-82.988
2016-12-31,197.4,-999.0,-999.0
2017-01-31,310.04,-999.0,-999.0
2017-02-28,343.55,-8.943,-59.803
2017-03-31,314.01,-6.041,-42.659
2017-04-30,268.87,-6.524,-42.901
2017-05-31,337.54,-3.615,-19.981
2017-06-30,110.28,-999.0,-999.0
2017-07-31,133.67,-5.981,-31.955
2017-08-31,89.62,-10.648,-79.285
2017-09-30,122.88,-10.952,-74.761
