date,precipitation,o18,h2
2010-09-30,530.47,-999.0,-999.0
2010-10-31,434.56,-999.0,-999.0
2010-11-30,497.84,-9.849,-66.676
2010-12-31,203.31,-9.642,-64.456
2011-01-31,257.06,-4.969,-32.521
2011-02-28,316.99,-5.051,-31.182
2011-03-31,306.83,-4.782,-32.585
2011-04-30,329.59,-11.096,-76.267
2011-05-31,98.24,-5.619,-31.877
2011-06-30,240.25,-4.19,-24.7
2011-07-31,152.05,-8.01,-52.3
2011-08-31,133.29,-5.093,-24.596
2011-09-30,255.07,-6.411,-42.367
2011-10-31,237.55,-8.814,-59.021
2011-11-30,648.71,-999.0,-999.0
2011-12-31,366.84,-10.723,-76.232
2012-01-31,158.78,-3.574,-17.084
2012-02-29,424.51,-8.536,-57.332
2012-03-31,343.57,-7.634,-48.751
2012-04-30,211.45,-9.564,-61.546
2012-05-31,271.17,-6.576,-41.116
2012-06-30,177.14,-4.446,-19.429
2012-07-31,161.39,-6.592,-38.637
2012-08-31,173.53,-6.037,-36.15
2012-09-30,270.38,-3.071,-17.777
2012-10-31,371.75,-6.363,-37.347
2012-11-30,542.52,-999.0,-999.0
2012-12-31,459.43,-11.167,-79.561
2013-01-31,172.88,-4.473,-29.616
2013-02-28,456.21,-11.026,-80.419
2013-03-31,117.86,-999.0,-999.0
2013-04-30,444.95,-999.0,-999.0
2013-05-31,165.34,-999.0,-999.0
2013-06-30,221.92,-999.0,-999.0
2013-07-31,201.49,-999.0,-999.0
2013-08-31,323.05,-999.0,-999.0
2013-09-30,293.16,-999.0,-999.0
2013-10-31,415.4,-999.0,-999.0
2013-11-30,445.31,-999.0,-999.0
2013-12-31,538.08,-999.0,-999.0
2014-01-31,256.57,-999.0,-999.0
2014-02-28,85.03,-4.558,-24.187
2014-03-31,196.21,-4.281,-27.466
2014-04-30,410.14,-11.476,-79.206
2014-05-31,365.56,-999.0,-999.0
2014-06-30,166.27,-999.0,-999.0
2014-07-31,164.27,-999.0,-999.0
2014-08-31,281.46,-999.0,-999.0
2014-09-30,260.7,-4.978,-35.092
2014-10-31,444.45,-999.0,-999.0
2014-11-30,574.46,-999.0,-999.0
2014-12-31,256.39,-999.0,-999.0
2015-01-31,152.84,-999.0,-999.0
2015-02-28,212.29,-999.0,-999.0
2015-03-31,307.97,-999.0,-999.0
2015-04-30,357.29,-999.0,-999.0
2015-05-31,139.66,-999.0,-999.0
2015-06-30,359.47,-999.0,-999.0
2015-07-31,135.27,-999.0,-999.0
2015-08-31,292.53,-999.0,-999.0
2015-09-30,252.93,-999.0,-999.0
2015-10-31,107.45,-999.0,-999.0
2015-11-30,538.91,-12.867,-91.951
2015-12-31,327.87,-3.521,-20.776
2016-01-31,260.54,-999.0,-999.0
2016-02-29,264.93,-999.0,-999.0
2016-03-31,510.89,-999.0,-999.0
2016-04-30,402.91,-999.0,-999.0
2016-05-31,361.61,-999.0,-999.0
2016-06-30,448.51,-999.0,-999.0
2016-07-31,232.59,-999.0,-999.0
2016-08-31,234.52,-4.79,-28.605
2016-09-30,312.43,-7.081,-44.635
2016-10-31,449.81,-999.0,-999.0
2016-11-30,653.97,-999.0,-999.0
2016-12-31,374.85,-999.0,-999.0
2017-01-31,480.89,-999.0,-999.0
2017-02-28,244.7,-8.069,-54.369
2017-03-31,311.02,-6.657,-35.352
2017-04-30,390.51,-8.754,-57.015
2017-05-31,329.45,-999.0,-999.0
2017-06-30,184.89,-999.0,-999.0
2017-07-31,192.87,-7.162,-43.18
2017-08-31,297.97,-9.459,-62.123
2017-09-30,387.63,-999.0,-999.0
