date,precipitation,o18,h2
2010-09-30,178.51,-999.0,-999.0
2010-10-31,129.72,-999.0,-999.0
2010-11-30,221.36,-999.0,-999.0
2010-12-31,295.13,-3.795,-23.053
2011-01-31,421.09,-5.389,-34.387
2011-02-28,166.47,-3.594,-23.534
2011-03-31,199.45,-3.722,-24.524
2011-04-30,96.57,-3.499,-21.031
2011-05-31,107.44,-1.542,-15.457
2011-06-30,42.99,-999.0,-999.0
2011-07-31,32.72,-0.451,-4.427
2011-08-31,0.0,-999.0,-999.0
2011-09-30,2.43,-999.0,-999.0
2011-10-31,134.93,-3.276,-20.604
2011-11-30,130.68,-999.0,-999.0
2011-12-31,163.42,-5.521,-45.546
2012-01-31,248.39,-5.558,-40.335
2012-02-29,217.77,-3.633,-30.767
2012-03-31,159.76,-3.504,-29.564
2012-04-30,201.69,-999.0,-999.0
2012-05-31,120.53,-5.564,-33.188
2012-06-30,50.23,-1.451,-13.524
2012-07-31,15.01,-999.0,-999.0
2012-08-31,42.13,-999.0,-999.0
2012-09-30,25.06,0.347,2.382
2012-10-31,162.23,0.004,-4.506
2012-11-30,95.14,0.847,4.959
2012-12-31,918.2,-12.127,-94.255
2013-01-31,478.0,-4.979,-38.447
2013-02-28,321.49,-7.965,-64.41
2013-03-31,194.98,-0.77,-10.286
2013-04-30,244.9,-999.0,-999.0
2013-05-31,175.87,-999.0,-999.0
2013-06-30,55.48,-999.0,-999.0
2013-07-31,236.29,-999.0,-999.0
2013-08-31,38.93,-999.0,-999.0
2013-09-30,32.07,-999.0,-999.0
2013-10-31,307.35,-999.0,-999.0
2013-11-30,269.75,-999.0,-999.0
2013-12-31,416.52,-999.0,-999.0
2014-01-31,192.35,-999.0,-999.0
2014-02-28,395.06,-4.17,-30.627
2014-03-31,389.89,-1.317,-10.783
2014-04-30,157.26,-4.165,-34.66
2014-05-31,85.14,0.062,-2.188
2014-06-30,76.09,-3.47,-30.838
2014-07-31,69.44,-999.0,-999.0
2014-08-31,64.4,-999.0,-999.0
2014-09-30,0.79,-999.0,-999.0
2014-10-31,59.86,-999.0,-999.0
2014-11-30,218.24,-999.0,-999.0
2014-12-31,314.16,-999.0,-999.0
2015-01-31,263.17,-999.0,-999.0
2015-02-28,305.15,-999.0,-999.0
2015-03-31,203.48,-999.0,-999.0
2015-04-30,315.15,-999.0,-999.0
2015-05-31,55.51,-999.0,-999.0
2015-06-30,39.6,-999.0,-999.0
2015-07-31,49.71,-999.0,-999.0
2015-08-31,2.88,-999.0,-999.0
2015-09-30,20.12,-999.0,-999.0
2015-10-31,0.0,-999.0,-999.0
2015-11-30,62.58,-999.0,-999.0
2015-12-31,339.13,-7.205,-44.861
2016-01-31,350.03,-3.983,-26.245
2016-02-29,382.32,-7.903,-58.487
2016-03-31,358.31,-9.79,-71.982
2016-04-30,209.37,-7.962,-52.859
2016-05-31,151.4,-999.0,-999.0
2016-06-30,103.2,-999.0,-999.0
2016-07-31,92.56,-999.0,-999.0
2016-08-31,65.7,-4.16,-29.346
2016-09-30,171.61,-4.848,-34.833
2016-10-31,116.29,-2.617,-12.222
2016-11-30,246.31,-5.63,-34.794
2016-12-31,207.45,-999.0,-999.0
2017-01-31,247.66,-999.0,-999.0
2017-02-28,351.43,-6.195,-42.219
2017-03-31,165.01,-1.43,-11.662
2017-04-30,260.98,-8.414,-56.151
2017-05-31,159.89,-999.0,-999.0
2017-06-30,43.04,-999.0,-999.0
2017-07-31,39.93,-999.0,-999.0
2017-08-31,23.01,-999.0,-999.0
2017-09-30,63.06,-999.0,-999.0
