date,precipitation,o18,h2,d_excess
2010-09-30,327.14,-999.0,-999.0,-999.0
2010-10-31,449.51,-999.0,-999.0,-999.0
2010-11-30,241.57,-7.323,-44.293,14.291
2010-12-31,225.2,-10.238,-71.881,10.023
2011-01-31,132.81,-6.061,-40.078,8.41
2011-02-28,148.8,-8.696,-64.506,5.062
2011-03-31,276.97,-7.721,-55.028,6.74
2011-04-30,384.54,-5.298,-32.142,10.242
2011-05-31,221.13,-5.724,-31.705,14.087
2011-06-30,94.69,-7.796,-52.041,10.327
2011-07-31,18.09,-2.096,-15.838,0.93
2011-08-31,5.09,-999.0,-999.0,-999.0
2011-09-30,130.3,-1.253,-1.068,8.956
2011-10-31,144.52,-3.731,-16.723,13.125
2011-11-30,305.85,-5.541,-34.828,9.5
2011-12-31,251.63,-9.569,-66.982,9.57
2012-01-31,210.66,-8.083,-55.041,9.623
2012-02-29,261.77,-7.613,-49.519,11.385
2012-03-31,257.52,-10.421,-75.976,7.392
2012-04-30,241.72,-999.0,-999.0,-999.0
2012-05-31,156.38,-5.173,-28.591,12.793
2012-06-30,51.38,-6.554,-41.481,10.951
2012-07-31,10.81,-999.0,-999.0,-999.0
2012-08-31,0.64,-999.0,-999.0,-999.0
2012-09-30,55.18,-1.476,-6.827,4.981
2012-10-31,184.66,-2.286,-6.643,11.645
2012-11-30,297.1,-999.0,-999.0,-999.0
2012-12-31,424.02,-999.0,-999.0,-999.0
2013-01-31,549.64,-8.949,-64.413,7.179
2013-02-28,283.89,-7.331,-48.279,10.369
2013-03-31,256.39,-4.823,-32.724,5.86
2013-04-30,248.87,-999.0,-999.0,-999.0
2013-05-31,204.68,-999.0,-999.0,-999.0
2013-06-30,172.91,-999.0,-999.0,-999.0
2013-07-31,230.73,-999.0,-999.0,-999.0
2013-08-31,50.81,-999.0,-999.0,-999.0
2013-09-30,52.32,-999.0,-999.0,-999.0
2013-10-31,149.69,-999.0,-999.0,-999.0
2013-11-30,160.3,-999.0,-999.0,-999.0
2013-12-31,431.33,-999.0,-999.0,-999.0
2014-01-31,576.71,-999.0,-999.0,-999.0
2014-02-28,254.04,-4.497,-26.372,9.604
2014-03-31,380.32,-999.0,-999.0,-999.0
2014-04-30,364.26,-5.351,-30.448,12.36
2014-05-31,245.13,-6.468,-36.417,15.327
2014-06-30,165.27,-5.123,-32.483,8.501
2014-07-31,168.7,-999.0,-999.0,-999.0
2014-08-31,161.43,-999.0,-999.0,-999.0
2014-09-30,15.3,-999.0,-999.0,-999.0
2014-10-31,67.44,-999.0,-999.0,-999.0
2014-11-30,393.5,-999.0,-999.0,-999.0
2014-12-31,417.56,-999.0,-999.0,-999.0
2015-01-31,312.16,-999.0,-999.0,-999.0
2015-02-28,393.27,-999.0,-999.0,-999.0
2015-03-31,470.87,-999.0,-999.0,-999.0
2015-04-30,317.53,-999.0,-999.0,-999.0
2015-05-31,235.08,-999.0,-999.0,-999.0
2015-06-30,60.17,-999.0,-999.0,-999.0
2015-07-31,27.89,-999.0,-999.0,-999.0
2015-08-31,5.24,-999.0,-999.0,-999.0
2015-09-30,19.71,-999.0,-999.0,-999.0
2015-10-31,5.9,-999.0,-999.0,-999.0
2015-11-30,391.5,-999.0,-999.0,-999.0
2015-12-31,338.88,-999.0,-999.0,-999.0
2016-01-31,385.26,-3.404,-15.969,11.263
2016-02-29,344.93,-5.729,-40.022,5.81
2016-03-31,509.83,-5.839,-38.112,8.6
2016-04-30,571.19,-999.0,-999.0,-999.0
2016-05-31,265.31,-999.0,-999.0,-999.0
2016-06-30,197.37,-999.0,-999.0,-999.0
2016-07-31,214.51,-999.0,-999.0,-999.0
2016-08-31,193.48,0.349,1.941,-0.851
2016-09-30,355.77,-2.974,-20.146,3.646
2016-10-31,389.12,-10.483,-76.042,7.822
2016-11-30,359.72,-999.0,-999.0,-999.0
2016-12-31,149.4,-999.0,-999.0,-999.0
2017-01-31,272.18,-999.0,-999.0,-999.0
2017-02-28,325.41,-8.119,-57.486,7.466
2017-03-31,436.12,-6.628,-50.307,2.717
2017-04-30,304.54,-1.684,-16.907,-3.435
2017-05-31,177.32,-999.0,-999.0,-999.0
2017-06-30,139.67,-999.0,-999.0,-999.0
2017-07-31,77.74,0.963,13.44,5.736
2017-08-31,19.7,-4.119,-21.892,11.06
2017-09-30,135.12,-5.222,-35.525,6.251
