date,precipitation,o18,h2
2010-09-30,274.33,-999.0,-999.0
2010-10-31,336.38,-999.0,-999.0
2010-11-30,305.38,-8.166,-56.047
2010-12-31,234.61,-4.907,-37.908
2011-01-31,324.42,-5.882,-38.444
2011-02-28,154.5,-1.667,-15.856
2011-03-31,201.72,-3.597,-27.865
2011-04-30,336.8,-11.987,-85.037
2011-05-31,119.77,-4.678,-29.025
2011-06-30,86.46,-5.012,-30.303
2011-07-31,151.53,-3.989,-28.611
2011-08-31,31.11,-4.178,-20.005
2011-09-30,23.02,-4.289,-36.885
2011-10-31,247.15,-999.0,-999.0
2011-11-30,298.74,-999.0,-999.0
2011-12-31,189.95,-999.0,-999.0
2012-01-31,132.66,-999.0,-999.0
2012-02-29,168.84,-5.287,-41.075
2012-03-31,252.03,-6.316,-46.644
2012-04-30,240.82,-6.794,-46.561
2012-05-31,236.89,-7.045,-44.595
2012-06-30,62.9,-6.032,-37.07
2012-07-31,118.89,-5.408,-35.103
2012-08-31,4.33,-999.0,-999.0
2012-09-30,456.7,-2.031,-3.059
2012-10-31,249.87,-3.608,-19.025
2012-11-30,172.35,-999.0,-999.0
2012-12-31,254.77,-8.61,-58.422
2013-01-31,142.07,-4.444,-27.643
2013-02-28,186.23,-6.692,-46.943
2013-03-31,349.39,-999.0,-999.0
2013-04-30,146.61,-999.0,-999.0
2013-05-31,211.03,-999.0,-999.0
2013-06-30,101.17,-999.0,-999.0
2013-07-31,232.53,-999.0,-999.0
2013-08-31,63.49,-999.0,-999.0
2013-09-30,216.24,-999.0,-999.0
2013-10-31,238.9,-999.0,-999.0
2013-11-30,147.88,-999.0,-999.0
2013-12-31,206.55,-999.0,-999.0
2014-01-31,89.29,-999.0,-999.0
2014-02-28,17.41,-999.0,-999.0
2014-03-31,143.32,-999.0,-999.0
2014-04-30,292.56,-999.0,-999.0
2014-05-31,122.18,-999.0,-999.0
2014-06-30,108.35,-999.0,-999.0
2014-07-31,208.47,-999.0,-999.0
2014-08-31,165.83,-999.0,-999.0
2014-09-30,86.5,-999.0,-999.0
2014-10-31,145.9,-999.0,-999.0
2014-11-30,211.61,-999.0,-999.0
2014-12-31,261.09,-999.0,-999.0
2015-01-31,120.84,-999.0,-999.0
2015-02-28,102.44,-999.0,-999.0
2015-03-31,181.68,-999.0,-999.0
2015-04-30,325.66,-999.0,-999.0
2015-05-31,136.79,-999.0,-999.0
2015-06-30,46.31,-999.0,-999.0
2015-07-31,57.55,-999.0,-999.0
2015-08-31,37.21,-999.0,-999.0
2015-09-30,0.01,-999.0,-999.0
2015-10-31,32.75,-999.0,-999.0
2015-11-30,294.42,-999.0,-999.0
2015-12-31,283.98,-999.0,-999.0
2016-01-31,116.68,-999.0,-999.0
2016-02-29,219.87,-999.0,-999.0
2016-03-31,98.72,-999.0,-999.0
2016-04-30,228.63,-999.0,-999.0
2016-05-31,93.9,-999.0,-999.0
2016-06-30,109.86,-999.0,-999.0
2016-07-31,112.62,-999.0,-999.0
2016-08-31,141.01,-999.0,-999.0
2016-09-30,117.03,-999.0,-999.0
2016-10-31,180.21,-999.0,-999.0
2016-11-30,299.56,-999.0,-999.0
2016-12-31,119.46,-999.0,-999.0
2017-01-31,144.82,-999.0,-999.0
2017-02-28,207.83,-7.148,-48.32
2017-03-31,204.23,-5.832,-42.038
2017-04-30,334.17,-5.417,-34.475
2017-05-31,270.31,-999.0,-999.0
2017-06-30,156.15,-4.215,-28.886
2017-07-31,77.04,0.099,-2.672
2017-08-31,76.35,-7.281,-57.476
2017-09-30,172.8,-999.0,-999.0
