date,precipitation,o18,h2
2010-09-30,321.28,-999.0,-999.0
2010-10-31,179.61,-999.0,-999.0
2010-11-30,289.43,-999.0,-999.0
2010-12-31,598.86,-5.634,-46.225
2011-01-31,456.43,-6.23,-41.3
2011-02-28,363.62,-6.126,-42.932
2011-03-31,327.55,-9.039,-61.505
2011-04-30,247.0,-8.933,-61.97
2011-05-31,138.56,-8.071,-55.798
2011-06-30,9.13,-6.9,-44.1
2011-07-31,5.4,-999.0,-999.0
2011-08-31,0.83,-999.0,-999.0
2011-09-30,1.13,-999.0,-999.0
2011-10-31,79.15,-2.004,-12.558
2011-11-30,205.36,-5.417,-28.926
2011-12-31,637.69,-4.49,-18.5
2012-01-31,318.04,-8.659,-58.989
2012-02-29,359.84,-9.815,-70.84
2012-03-31,472.22,-9.021,-60.954
2012-04-30,95.16,-7.336,-46.268
2012-05-31,153.13,-999.0,-999.0
2012-06-30,36.25,-6.224,-44.288
2012-07-31,66.97,-4.905,-29.111
2012-08-31,1.15,-999.0,-999.0
2012-09-30,5.11,-999.0,-999.0
2012-10-31,32.06,-4.227,-25.629
2012-11-30,103.75,-5.196,-30.448
2012-12-31,372.69,-999.0,-999.0
2013-01-31,758.38,-10.03,-70.068
2013-02-28,258.14,-6.615,-49.534
2013-03-31,488.78,-5.502,-39.484
2013-04-30,259.22,-999.0,-999.0
2013-05-31,137.56,-999.0,-999.0
2013-06-30,194.85,-999.0,-999.0
2013-07-31,316.4,-999.0,-999.0
2013-08-31,4.19,-999.0,-999.0
2013-09-30,6.22,-999.0,-999.0
2013-10-31,61.93,-999.0,-999.0
2013-11-30,161.98,-999.0,-999.0
2013-12-31,487.48,-999.0,-999.0
2014-01-31,682.7,-999.0,-999.0
2014-02-28,267.84,-999.0,-999.0
2014-03-31,478.41,-3.783,-19.929
2014-04-30,430.11,-4.441,-24.457
2014-05-31,134.02,-999.0,-999.0
2014-06-30,127.37,-999.0,-999.0
2014-07-31,34.67,-999.0,-999.0
2014-08-31,11.9,-999.0,-999.0
2014-09-30,0.0,-999.0,-999.0
2014-10-31,3.13,-999.0,-999.0
2014-11-30,147.56,-999.0,-999.0
2014-12-31,486.8,-999.0,-999.0
2015-01-31,657.66,-999.0,-999.0
2015-02-28,341.59,-999.0,-999.0
2015-03-31,480.5,-999.0,-999.0
2015-04-30,209.74,-999.0,-999.0
2015-05-31,37.99,-999.0,-999.0
2015-06-30,82.47,-999.0,-999.0
2015-07-31,0.16,-999.0,-999.0
2015-08-31,0.0,-999.0,-999.0
2015-09-30,0.0,-999.0,-999.0
2015-10-31,9.02,-999.0,-999.0
2015-11-30,110.28,-999.0,-999.0
2015-12-31,503.29,-999.0,-999.0
2016-01-31,249.22,-999.0,-999.0
2016-02-29,408.24,-999.0,-999.0
2016-03-31,273.05,-5.246,-30.467
2016-04-30,123.91,-999.0,-999.0
2016-05-31,67.03,-999.0,-999.0
2016-06-30,98.6,-999.0,-999.0
2016-07-31,31.07,-999.0,-999.0
2016-08-31,3.56,0.395,3.999
2016-09-30,84.1,-2.577,-15.834
2016-10-31,304.64,-3.789,-29.682
2016-11-30,206.67,-999.0,-999.0
2016-12-31,334.27,-999.0,-999.0
2017-01-31,425.53,-5.956,-34.082
2017-02-28,303.55,-6.771,-47.367
2017-03-31,298.1,-10.74,-77.671
2017-04-30,145.56,-999.0,-999.0
2017-05-31,92.28,-999.0,-999.0
2017-06-30,129.26,-999.0,-999.0
2017-07-31,43.62,-2.269,-7.105
2017-08-31,30.87,-3.666,-20.896
2017-09-30,63.21,-8.227,-52.228
