date,precipitation,o18,h2
2010-09-30,314.11,-999.0,-999.0
2010-10-31,274.65,-999.0,-999.0
2010-11-30,90.96,-999.0,-999.0
2010-12-31,251.93,-999.0,-999.0
2011-01-31,86.41,-999.0,-999.0
2011-02-28,298.54,-999.0,-999.0
2011-03-31,329.95,-999.0,-999.0
2011-04-30,131.0,-999.0,-999.0
2011-05-31,121.09,-999.0,-999.0
2011-06-30,223.6,-999.0,-999.0
2011-07-31,37.64,-999.0,-999.0
2011-08-31,13.86,-999.0,-999.0
2011-09-30,51.92,-999.0,-999.0
2011-10-31,172.97,-999.0,-999.0
2011-11-30,108.75,-999.0,-999.0
2011-12-31,216.03,-999.0,-999.0
2012-01-31,112.88,-999.0,-999.0
2012-02-29,130.99,-999.0,-999.0
2012-03-31,97.88,-999.0,-999.0
2012-04-30,245.24,-999.0,-999.0
2012-05-31,212.38,-999.0,-999.0
2012-06-30,115.35,-999.0,-999.0
2012-07-31,228.61,-999.0,-999.0
2012-08-31,97.13,-999.0,-999.0
2012-09-30,65.56,-999.0,-999.0
2012-10-31,138.7,-999.0,-999.0
2012-11-30,435.74,-999.0,-999.0
2012-12-31,180.86,-999.0,-999.0
2013-01-31,142.58,-999.0,-999.0
2013-02-28,157.45,-999.0,-999.0
2013-03-31,84.96,-999.0,-999.0
2013-04-30,194.33,-999.0,-999.0
2013-05-31,280.23,-999.0,-999.0
2013-06-30,116.43,-999.0,-999.0
2013-07-31,249.56,-999.0,-999.0
2013-08-31,150.58,-999.0,-999.0
2013-09-30,40.5,-999.0,-999.0
2013-10-31,172.32,-999.0,-999.0
2013-11-30,108.58,-999.0,-999.0
2013-12-31,177.71,-999.0,-999.0
2014-01-31,129.81,-999.0,-999.0
2014-02-28,21.48,-999.0,-999.0
2014-03-31,99.05,-999.0,-999.0
2014-04-30,156.46,-999.0,-999.0
2014-05-31,153.86,-999.0,-999.0
2014-06-30,114.35,-7.685,-57.049
2014-07-31,30.02,-999.0,-999.0
2014-08-31,65.17,-999.0,-999.0
2014-09-30,9.86,-999.0,-999.0
2014-10-31,80.74,-999.0,-999.0
2014-11-30,246.09,-999.0,-999.0
2014-12-31,268.92,-999.0,-999.0
2015-01-31,119.83,-999.0,-999.0
2015-02-28,74.13,-999.0,-999.0
2015-03-31,21.02,-999.0,-999.0
2015-04-30,68.52,-999.0,-999.0
2015-05-31,217.53,-999.0,-999.0
2015-06-30,170.38,-999.0,-999.0
2015-07-31,4.12,-999.0,-999.0
2015-08-31,0.09,-999.0,-999.0
2015-09-30,1.41,-999.0,-999.0
2015-10-31,35.98,-999.0,-999.0
2015-11-30,145.22,-999.0,-999.0
2015-12-31,53.1,-999.0,-999.0
2016-01-31,105.42,-999.0,-999.0
2016-02-29,9.11,-999.0,-999.0
2016-03-31,6.01,-999.0,-999.0
2016-04-30,139.01,-999.0,-999.0
2016-05-31,237.2,-999.0,-999.0
2016-06-30,219.84,-999.0,-999.0
2016-07-31,96.36,-999.0,-999.0
2016-08-31,32.67,-5.996,-36.849
2016-09-30,211.48,-4.09,-26.103
2016-10-31,297.34,-8.098,-54.492
2016-11-30,107.8,-999.0,-999.0
2016-12-31,267.88,-999.0,-999.0
2017-01-31,195.5,-6.114,-43.009
2017-02-28,191.83,-8.408,-56.47
2017-03-31,191.61,-11.484,-82.668
2017-04-30,276.74,-999.0,-999.0
2017-05-31,248.6,-999.0,-999.0
2017-06-30,261.2,-999.0,-999.0
2017-07-31,127.68,-999.0,-999.0
2017-08-31,113.48,-999.0,-999.0
2017-09-30,89.51,-999.0,-999.0
