date,precipitation,o18,h2
2010-09-30,335.13,-999.0,-999.0
2010-10-31,224.89,-999.0,-999.0
2010-11-30,152.53,-999.0,-999.0
2010-12-31,461.86,-999.0,-999.0
2011-01-31,230.9,-999.0,-999.0
2011-02-28,151.23,-999.0,-999.0
2011-03-31,134.46,-999.0,-999.0
2011-04-30,218.29,-999.0,-999.0
2011-05-31,141.87,-999.0,-999.0
2011-06-30,0.63,-999.0,-999.0
2011-07-31,0.0,-999.0,-999.0
2011-08-31,0.0,-999.0,-999.0
2011-09-30,0.0,-999.0,-999.0
2011-10-31,31.74,-999.0,-999.0
2011-11-30,172.03,-999.0,-999.0
2011-12-31,300.03,-999.0,-999.0
2012-01-31,418.33,-999.0,-999.0
2012-02-29,224.14,-999.0,-999.0
2012-03-31,344.26,-999.0,-999.0
2012-04-30,63.2,-999.0,-999.0
2012-05-31,223.62,-999.0,-999.0
2012-06-30,0.96,-999.0,-999.0
2012-07-31,4.87,-999.0,-999.0
2012-08-31,0.0,-999.0,-999.0
2012-09-30,116.8,-999.0,-999.0
2012-10-31,3.86,-999.0,-999.0
2012-11-30,201.15,-999.0,-999.0
2012-12-31,292.01,-999.0,-999.0
2013-01-31,375.31,-999.0,-999.0
2013-02-28,274.88,-999.0,-999.0
2013-03-31,249.05,-999.0,-999.0
2013-04-30,121.41,-999.0,-999.0
2013-05-31,148.01,-999.0,-999.0
2013-06-30,128.46,-999.0,-999.0
2013-07-31,14.31,-999.0,-999.0
2013-08-31,0.0,-999.0,-999.0
2013-09-30,0.0,-999.0,-999.0
2013-10-31,17.05,-999.0,-999.0
2013-11-30,121.79,-999.0,-999.0
2013-12-31,405.03,-999.0,-999.0
2014-01-31,471.87,-999.0,-999.0
2014-02-28,156.12,-999.0,-999.0
2014-03-31,150.47,-999.0,-999.0
2014-04-30,165.46,-999.0,-999.0
2014-05-31,4.49,-999.0,-999.0
2014-06-30,0.23,-999.0,-999.0
2014-07-31,19.51,-999.0,-999.0
2014-08-31,0.13,-999.0,-999.0
2014-09-30,0.0,-999.0,-999.0
2014-10-31,0.0,-999.0,-999.0
2014-11-30,140.99,-999.0,-999.0
2014-12-31,299.71,-999.0,-999.0
2015-01-31,200.61,-999.0,-999.0
2015-02-28,137.57,-999.0,-999.0
2015-03-31,266.22,-999.0,-999.0
2015-04-30,190.65,-999.0,-999.0
2015-05-31,27.09,-999.0,-999.0
2015-06-30,1.67,-999.0,-999.0
2015-07-31,0.0,-999.0,-999.0
2015-08-31,0.0,-999.0,-999.0
2015-09-30,0.0,-999.0,-999.0
2015-10-31,0.0,-999.0,-999.0
2015-11-30,49.51,-999.0,-999.0
2015-12-31,243.53,-999.0,-999.0
2016-01-31,245.42,-999.0,-999.0
2016-02-29,497.95,-999.0,-999.0
2016-03-31,224.63,-999.0,-999.0
2016-04-30,42.49,-999.0,-999.0
2016-05-31,60.23,-999.0,-999.0
2016-06-30,164.05,-999.0,-999.0
2016-07-31,43.0,-999.0,-999.0
2016-08-31,6.19,-999.0,-999.0
2016-09-30,430.14,-3.455,-15.153
2016-10-31,97.85,-5.365,-33.694
2016-11-30,225.37,-999.0,-999.0
2016-12-31,299.51,-999.0,-999.0
2017-01-31,334.0,-999.0,-999.0
2017-02-28,451.73,-999.0,-999.0
2017-03-31,254.92,-9.828,-68.469
2017-04-30,118.76,-1.523,0.125
2017-05-31,10.51,-999.0,-999.0
2017-06-30,25.53,-999.0,-999.0
2017-07-31,45.37,-999.0,-999.0
2017-08-31,1.09,-0.024,3.215
2017-09-30,2.87,-999.0,-999.0
