date,precipitation,o18,h2
2010-09-30,429.83,-10.42,-67.7
2010-10-31,263.61,-8.261,-54.685
2010-11-30,440.43,-10.5,-67.4
2010-12-31,225.52,-10.06,-70.627
2011-01-31,390.35,-999.0,-999.0
2011-02-28,250.91,-999.0,-999.0
2011-03-31,163.35,-7.2,-51.299
2011-04-30,250.34,-6.64,-42.8
2011-05-31,194.68,-6.581,-41.871
2011-06-30,182.96,-5.127,-27.782
2011-07-31,167.19,-9.46,-63.5
2011-08-31,138.62,-5.074,-27.646
2011-09-30,155.96,-999.0,-999.0
2011-10-31,554.54,-999.0,-999.0
2011-11-30,267.07,-999.0,-999.0
2011-12-31,483.54,-999.0,-999.0
2012-01-31,166.28,-999.0,-999.0
2012-02-29,302.69,-999.0,-999.0
2012-03-31,216.49,-999.0,-999.0
2012-04-30,301.37,-10.575,-72.098
2012-05-31,221.62,-5.69,-35.121
2012-06-30,75.17,-5.716,-33.285
2012-07-31,305.84,-9.854,-71.488
2012-08-31,103.01,-5.249,-32.244
2012-09-30,62.6,-999.0,-999.0
2012-10-31,418.02,-999.0,-999.0
2012-11-30,383.07,-8.478,-62.375
2012-12-31,530.07,-10.857,-74.989
2013-01-31,147.94,-8.965,-66.183
2013-02-28,377.46,-999.0,-999.0
2013-03-31,277.16,-7.362,-49.401
2013-04-30,337.95,-999.0,-999.0
2013-05-31,481.94,-999.0,-999.0
2013-06-30,155.35,-999.0,-999.0
2013-07-31,271.43,-999.0,-999.0
2013-08-31,190.16,-999.0,-999.0
2013-09-30,233.07,-999.0,-999.0
2013-10-31,245.71,-999.0,-999.0
2013-11-30,285.62,-999.0,-999.0
2013-12-31,455.57,-999.0,-999.0
2014-01-31,100.37,-999.0,-999.0
2014-02-28,120.25,-999.0,-999.0
2014-03-31,235.39,-999.0,-999.0
2014-04-30,226.28,-999.0,-999.0
2014-05-31,308.41,-999.0,-999.0
2014-06-30,251.99,-999.0,-999.0
2014-07-31,103.15,-999.0,-999.0
2014-08-31,283.58,-999.0,-999.0
2014-09-30,112.89,-999.0,-999.0
2014-10-31,402.2,-999.0,-999.0
2014-11-30,297.84,-999.0,-999.0
2014-12-31,292.09,-999.0,-999.0
2015-01-31,286.45,-999.0,-999.0
2015-02-28,269.94,-999.0,-999.0
2015-03-31,230.36,-999.0,-999.0
2015-04-30,285.55,-999.0,-999.0
2015-05-31,238.33,-999.0,-999.0
2015-06-30,306.65,-999.0,-999.0
2015-07-31,152.34,-999.0,-999.0
2015-08-31,108.56,-999.0,-999.0
2015-09-30,70.72,-999.0,-999.0
2015-10-31,195.01,-999.0,-999.0
2015-11-30,454.0,-999.0,-999.0
2015-12-31,296.63,-999.0,-999.0
2016-01-31,394.02,-999.0,-999.0
2016-02-29,542.61,-5.82,-39.133
2016-03-31,531.28,-3.431,-22.707
2016-04-30,300.39,-5.914,-40.173
2016-05-31,685.63,-8.277,-60.028
2016-06-30,455.37,-999.0,-999.0
2016-07-31,434.46,-999.0,-999.0
2016-08-31,48.08,-1.781,-17.42
2016-09-30,307.08,-4.234,-29.862
2016-10-31,371.74,-6.356,-42.453
2016-11-30,344.63,-2.964,-13.241
2016-12-31,546.88,-999.0,-999.0
2017-01-31,246.61,-999.0,-999.0
2017-02-28,235.4,-8.539,-59.222
2017-03-31,352.75,-5.738,-41.449
2017-04-30,192.51,-9.599,-66.627
2017-05-31,312.85,-8.57,-63.52
2017-06-30,204.23,-999.0,-999.0
2017-07-31,192.89,-3.104,-20.603
2017-08-31,444.49,-7.67,-54.568
2017-09-30,266.42,-7.843,-59.816
