date,precipitation,o18,h2
2010-09-30,575.48,-999.0,-999.0
2010-10-31,175.64,-999.0,-999.0
2010-11-30,242.52,-999.0,-999.0
2010-12-31,221.08,-999.0,-999.0
2011-01-31,274.68,-999.0,-999.0
2011-02-28,104.15,-999.0,-999.0
2011-03-31,127.8,-3.348,-24.343
2011-04-30,478.13,-3.122,-21.717
2011-05-31,108.47,-6.742,-41.891
2011-06-30,80.09,-4.955,-30.504
2011-07-31,52.05,-5.275,-34.215
2011-08-31,269.29,-5.013,-26.222
2011-09-30,269.59,-8.58,-57.382
2011-10-31,257.76,-5.124,-37.097
2011-11-30,366.45,-8.524,-61.035
2011-12-31,317.03,-8.422,-55.447
2012-01-31,89.38,-6.497,-42.223
2012-02-29,243.68,-6.817,-46.121
2012-03-31,370.52,-3.036,-16.772
2012-04-30,143.14,-6.669,-47.051
2012-05-31,219.07,-6.102,-37.951
2012-06-30,165.93,-4.213,-20.846
2012-07-31,235.07,-7.343,-49.694
2012-08-31,52.96,-3.909,-19.994
2012-09-30,198.05,-3.129,-16.706
2012-10-31,270.93,-5.704,-32.621
2012-11-30,457.4,-999.0,-999.0
2012-12-31,301.79,-8.021,-58.848
2013-01-31,138.34,-5.837,-38.06
2013-02-28,359.06,-6.002,-42.386
2013-03-31,292.96,-999.0,-999.0
2013-04-30,212.6,-2.776,-22.841
2013-05-31,157.78,-999.0,-999.0
2013-06-30,42.38,-999.0,-999.0
2013-07-31,121.84,-999.0,-999.0
2013-08-31,266.13,-999.0,-999.0
2013-09-30,196.61,-999.0,-999.0
2013-10-31,458.62,-999.0,-999.0
2013-11-30,461.88,-999.0,-999.0
2013-12-31,522.65,-999.0,-999.0
2014-01-31,262.89,-999.0,-999.0
2014-02-28,3.43,-999.0,-999.0
2014-03-31,227.92,-2.554,-23.088
2014-04-30,405.6,-999.0,-999.0
2014-05-31,237.59,-999.0,-999.0
2014-06-30,140.81,-999.0,-999.0
2014-07-31,184.87,-999.0,-999.0
2014-08-31,156.27,-999.0,-999.0
2014-09-30,162.17,-5.659,-33.296
2014-10-31,347.78,-999.0,-999.0
2014-11-30,447.2,-999.0,-999.0
2014-12-31,273.38,-999.0,-999.0
2015-01-31,114.11,-999.0,-999.0
2015-02-28,21.53,-999.0,-999.0
2015-03-31,347.89,-999.0,-999.0
2015-04-30,168.38,-999.0,-999.0
2015-05-31,127.21,-999.0,-999.0
2015-06-30,150.28,-999.0,-999.0
2015-07-31,31.27,-999.0,-999.0
2015-08-31,311.65,-999.0,-999.0
2015-09-30,76.76,-999.0,-999.0
2015-10-31,73.63,-999.0,-999.0
2015-11-30,407.96,-999.0,-999.0
2015-12-31,346.33,-999.0,-999.0
2016-01-31,317.79,-2.224,-15.364
2016-02-29,202.67,-2.145,-11.404
2016-03-31,175.94,0.155,0.079
2016-04-30,348.09,-999.0,-999.0
2016-05-31,227.32,-999.0,-999.0
2016-06-30,136.4,-999.0,-999.0
2016-07-31,266.84,-999.0,-999.0
2016-08-31,76.12,-999.0,-999.0
2016-09-30,282.97,-3.293,-26.879
2016-10-31,203.97,-4.829,-39.254
2016-11-30,525.14,-999.0,-999.0
2016-12-31,183.96,-999.0,-999.0
2017-01-31,352.1,-999.0,-999.0
2017-02-28,318.61,-6.451,-43.447
2017-03-31,392.55,-6.058,-37.43
2017-04-30,508.56,-7.717,-60.377
2017-05-31,272.32,-999.0,-999.0
2017-06-30,343.95,-1.818,-12.181
2017-07-31,102.15,0.161,-2.616
2017-08-31,193.55,-8.238,-61.103
2017-09-30,359.57,-999.0,-999.0
