date,precipitation,o18,h2
2010-09-30,253.98,-999.0,-999.0
2010-10-31,281.08,-999.0,-999.0
2010-11-30,212.73,-999.0,-999.0
2010-12-31,392.11,-999.0,-999.0
2011-01-31,367.88,-999.0,-999.0
2011-02-28,233.18,-999.0,-999.0
2011-03-31,146.38,-999.0,-999.0
2011-04-30,247.71,-999.0,-999.0
2011-05-31,121.08,-999.0,-999.0
2011-06-30,12.55,-999.0,-999.0
2011-07-31,5.65,-999.0,-999.0
2011-08-31,0.0,-999.0,-999.0
2011-09-30,5.48,-999.0,-999.0
2011-10-31,56.34,-999.0,-999.0
2011-11-30,355.62,-3.252,-13.854
2011-12-31,217.99,-5.62,-43.504
2012-01-31,390.81,-6.061,-43.596
2012-02-29,291.76,-4.589,-35.281
2012-03-31,277.33,-6.134,-50.157
2012-04-30,135.9,0.388,2.195
2012-05-31,122.21,-999.0,-999.0
2012-06-30,45.82,-999.0,-999.0
2012-07-31,0.62,-999.0,-999.0
2012-08-31,0.0,-999.0,-999.0
2012-09-30,13.03,-999.0,-999.0
2012-10-31,126.85,-0.796,4.416
2012-11-30,254.47,-999.0,-999.0
2012-12-31,304.2,-999.0,-999.0
2013-01-31,440.3,-6.126,-46.054
2013-02-28,358.47,-6.45,-44.645
2013-03-31,102.63,-4.892,-28.851
2013-04-30,236.92,-999.0,-999.0
2013-05-31,167.73,-999.0,-999.0
2013-06-30,261.89,-999.0,-999.0
2013-07-31,119.29,-999.0,-999.0
2013-08-31,47.44,-999.0,-999.0
2013-09-30,1.12,-999.0,-999.0
2013-10-31,39.88,-999.0,-999.0
2013-11-30,183.04,-999.0,-999.0
2013-12-31,258.76,-999.0,-999.0
2014-01-31,680.59,-1.31,-16.063
2014-02-28,258.16,-2.94,-20.745
2014-03-31,179.42,-999.0,-999.0
2014-04-30,101.8,-999.0,-999.0
2014-05-31,97.07,-999.0,-999.0
2014-06-30,75.66,-1.923,-9.368
2014-07-31,93.98,-999.0,-999.0
2014-08-31,13.52,-999.0,-999.0
2014-09-30,0.0,-999.0,-999.0
2014-10-31,9.93,-999.0,-999.0
2014-11-30,195.67,-999.0,-999.0
2014-12-31,313.76,-999.0,-999.0
2015-01-31,223.57,-999.0,-999.0
2015-02-28,273.49,-999.0,-999.0
2015-03-31,236.77,-999.0,-999.0
2015-04-30,294.27,-999.0,-999.0
2015-05-31,85.82,-999.0,-999.0
2015-06-30,23.05,-999.0,-999.0
2015-07-31,0.02,-999.0,-999.0
2015-08-31,6.85,-999.0,-999.0
2015-09-30,0.21,-999.0,-999.0
2015-10-31,0.0,-999.0,-999.0
2015-11-30,134.64,-999.0,-999.0
2015-12-31,267.13,-999.0,-999.0
2016-01-31,235.36,-1.615,-0.72
2016-02-29,348.39,-999.0,-999.0
2016-03-31,89.68,-5.299,-43.959
2016-04-30,210.07,-999.0,-999.0
2016-05-31,114.37,-999.0,-999.0
2016-06-30,155.13,-999.0,-999.0
2016-07-31,125.32,-999.0,-999.0
2016-08-31,99.55,-0.791,-2.59
2016-09-30,336.12,-4.958,-39.73
2016-10-31,277.64,-6.032,-40.262
2016-11-30,298.95,-999.0,-999.0
2016-12-31,243.56,-999.0,-999.0
2017-01-31,305.13,-999.0,-999.0
2017-02-28,379.02,-999.0,-999.0
2017-03-31,174.43,-999.0,-999.0
2017-04-30,177.2,-999.0,-999.0
2017-05-31,79.38,-999.0,-999.0
2017-06-30,94.71,-0.579,4.542
2017-07-31,11.25,-999.0,-999.0
2017-08-31,1.02,-4.149,-21.289
2017-09-30,50.11,-999.0,-999.0
