date,precipitation,o18,h2
2010-09-30,487.9,-999.0,-999.0
2010-10-31,485.67,-999.0,-999.0
2010-11-30,342.35,-999.0,-999.0
2010-12-31,272.97,-1.352,-8.605
2011-01-31,305.22,-0.497,-2.863
2011-02-28,86.22,-999.0,-999.0
2011-03-31,241.68,-1.324,-18.257
2011-04-30,350.9,-4.506,-30.648
2011-05-31,172.88,-2.954,-12.824
2011-06-30,292.9,-7.184,-46.5
2011-07-31,114.33,-4.615,-30.32
2011-08-31,68.0,0.193,2.538
2011-09-30,46.33,0.813,7.397
2011-10-31,135.9,-999.0,-999.0
2011-11-30,305.06,-4.962,-38.445
2011-12-31,278.09,-0.172,-6.288
2012-01-31,236.03,-2.688,-19.56
2012-02-29,195.24,-6.282,-46.704
2012-03-31,106.86,-3.906,-33.993
2012-04-30,311.92,-5.772,-41.947
2012-05-31,192.21,-3.789,-26.6
2012-06-30,84.07,-6.996,-50.289
2012-07-31,128.89,-5.578,-40.989
2012-08-31,155.12,-1.41,-9.943
2012-09-30,49.87,-999.0,-999.0
2012-10-31,287.13,-3.193,-20.566
2012-11-30,465.04,-8.537,-60.143
2012-12-31,435.43,-6.9,-49.655
2013-01-31,449.17,-4.685,-34.931
2013-02-28,357.48,-6.845,-54.903
2013-03-31,212.83,-999.0,-999.0
2013-04-30,241.77,-999.0,-999.0
2013-05-31,269.72,-999.0,-999.0
2013-06-30,203.32,-999.0,-999.0
2013-07-31,401.81,-999.0,-999.0
2013-08-31,153.57,-999.0,-999.0
2013-09-30,347.35,-999.0,-999.0
2013-10-31,254.19,-999.0,-999.0
2013-11-30,528.54,-999.0,-999.0
2013-12-31,306.9,-999.0,-999.0
2014-01-31,308.92,0.138,2.034
2014-02-28,190.67,-2.677,-19.552
2014-03-31,226.5,-3.891,-29.405
2014-04-30,388.11,-5.516,-39.523
2014-05-31,314.0,-6.786,-50.288
2014-06-30,165.17,0.124,-1.356
2014-07-31,120.87,-999.0,-999.0
2014-08-31,305.81,-999.0,-999.0
2014-09-30,67.38,-999.0,-999.0
2014-10-31,127.38,-999.0,-999.0
2014-11-30,561.97,-999.0,-999.0
2014-12-31,276.31,-999.0,-999.0
2015-01-31,402.02,-999.0,-999.0
2015-02-28,295.51,-999.0,-999.0
2015-03-31,221.68,-999.0,-999.0
2015-04-30,355.09,-999.0,-999.0
2015-05-31,73.73,-999.0,-999.0
2015-06-30,155.97,-999.0,-999.0
2015-07-31,32.59,-999.0,-999.0
2015-08-31,128.0,-999.0,-999.0
2015-09-30,45.67,-999.0,-999.0
2015-10-31,8.85,-999.0,-999.0
2015-11-30,308.55,-999.0,-999.0
2015-12-31,503.33,-999.0,-999.0
2016-01-31,303.71,-999.0,-999.0
2016-02-29,348.0,-3.841,-29.4
2016-03-31,460.04,-9.253,-71.577
2016-04-30,247.53,-7.828,-65.694
2016-05-31,270.72,-999.0,-999.0
2016-06-30,110.45,-999.0,-999.0
2016-07-31,123.34,-999.0,-999.0
2016-08-31,366.83,-999.0,-999.0
2016-09-30,144.73,-3.239,-19.248
2016-10-31,292.09,-6.02,-44.678
2016-11-30,676.57,-6.397,-44.85
2016-12-31,257.28,-999.0,-999.0
2017-01-31,316.62,-999.0,-999.0
2017-02-28,404.66,-3.229,-25.066
2017-03-31,282.88,-6.79,-47.099
2017-04-30,310.2,-4.866,-38.666
2017-05-31,247.16,-4.049,-24.275
2017-06-30,139.06,-999.0,-999.0
2017-07-31,104.64,-1.99,-11.735
2017-08-31,198.31,-7.484,-57.196
2017-09-30,380.01,-6.636,-60.266
