date,precipitation,o18,h2
2010-09-30,199.57,-999.0,-999.0
2010-10-31,295.75,-999.0,-999.0
2010-11-30,175.57,-999.0,-999.0
2010-12-31,183.37,-999.0,-999.0
2011-01-31,209.89,-6.44,-39.367
2011-02-28,210.03,-5.992,-36.059
2011-03-31,132.13,-999.0,-999.0
2011-04-30,104.27,-999.0,-999.0
2011-05-31,121.77,-5.36,-28.975
2011-06-30,61.57,-7.76,-48.7
2011-07-31,35.51,-3.728,-17.843
2011-08-31,0.83,-999.0,-999.0
2011-09-30,12.94,-999.0,-999.0
2011-10-31,98.87,-4.674,-25.203
2011-11-30,95.87,-6.087,-38.59
2011-12-31,143.28,-6.717,-43.386
2012-01-31,244.05,-6.712,-43.264
2012-02-29,139.61,-7.268,-46.163
2012-03-31,202.99,-7.833,-53.272
2012-04-30,211.65,-8.898,-56.631
2012-05-31,68.8,-999.0,-999.0
2012-06-30,44.43,-999.0,-999.0
2012-07-31,9.4,-2.992,-16.196
2012-08-31,0.22,-999.0,-999.0
2012-09-30,12.4,-999.0,-999.0
2012-10-31,67.37,-1.626,-1.388
2012-11-30,221.11,-6.193,-36.124
2012-12-31,266.03,-4.917,-26.529
2013-01-31,600.66,-999.0,-999.0
2013-02-28,174.14,-999.0,-999.0
2013-03-31,205.28,-999.0,-999.0
2013-04-30,191.45,-999.0,-999.0
2013-05-31,194.68,-999.0,-999.0
2013-06-30,94.54,-7.063,-45.162
2013-07-31,251.62,-7.67,-49.181
2013-08-31,31.98,-4.623,-24.042
2013-09-30,23.44,-999.0,-999.0
2013-10-31,88.05,-1.425,0.914
2013-11-30,180.23,-6.351,-38.161
2013-12-31,397.78,-11.606,-80.286
2014-01-31,728.11,-6.149,-35.815
2014-02-28,583.28,-4.779,-26.157
2014-03-31,191.47,-3.993,-19.082
2014-04-30,144.19,-8.146,-51.048
2014-05-31,98.83,-4.883,-25.938
2014-06-30,119.43,-4.461,-25.657
2014-07-31,143.95,-3.42,-13.44
2014-08-31,24.15,-3.787,-16.844
2014-09-30,9.49,-999.0,-999.0
2014-10-31,10.79,-999.0,-999.0
2014-11-30,142.47,-999.0,-999.0
2014-12-31,228.79,-999.0,-999.0
2015-01-31,445.01,-7.355,-49.118
2015-02-28,596.39,-6.761,-41.83
2015-03-31,202.99,-5.179,-28.757
2015-04-30,127.15,-8.423,-54.475
2015-05-31,49.46,-999.0,-999.0
2015-06-30,25.64,-999.0,-999.0
2015-07-31,0.23,-999.0,-999.0
2015-08-31,2.76,-999.0,-999.0
2015-09-30,0.0,-999.0,-999.0
2015-10-31,2.01,-999.0,-999.0
2015-11-30,154.41,-999.0,-999.0
2015-12-31,208.57,-999.0,-999.0
2016-01-31,176.91,-999.0,-999.0
2016-02-29,474.36,-5.653,-31.994
2016-03-31,261.22,-6.703,-41.353
2016-04-30,210.09,-8.494,-56.933
2016-05-31,97.54,-4.629,-25.984
2016-06-30,132.7,-999.0,-999.0
2016-07-31,119.14,-999.0,-999.0
2016-08-31,126.27,-999.0,-999.0
2016-09-30,134.45,-2.422,-12.922
2016-10-31,242.51,-11.031,-76.041
2016-11-30,287.6,-6.421,-45.969
2016-12-31,95.85,-6.373,-39.919
2017-01-31,240.83,-8.781,-57.539
2017-02-28,426.31,-999.0,-999.0
2017-03-31,193.53,-999.0,-999.0
2017-04-30,169.7,-6.936,-42.046
2017-05-31,158.93,-999.0,-999.0
2017-06-30,129.88,-999.0,-999.0
2017-07-31,71.95,-2.567,-6.269
2017-08-31,9.78,-4.707,-31.312
2017-09-30,145.74,-6.251,-35.975
